NMUESTRA,LONGITUD,LATITUD,ELEVACION,FECHA,Au,Ag,Cu,Pb,Zn,Mo,Ni,Co,Cd,Fe,Mn,Te,Ba,Cr,V,Sn,W,La,Al,Mg,Ca,Na,K,Sr,Y,Ga,Li,Nb,Sc,Ta,Ti,Zr,As,Sb,Hg,Pt,Pd,LITHOLOGY,CODIGO
13141,789130.97,92483.27,811.77,19/06/1998,6,0.66,118,2.66,33,0.7,4,9,0.46,2.73,582,6.66,69,7,75,13.33,13.33,6,1.82,0.41,0.42,0.02,0.08,30,6,1.33,4,7,3.33,6.66,0.07,0.66,2.66,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13152,809968.96,79054,1799.34,13/06/1998,12,0.66,110,14,157,2,9,21,0.7,6.13,1114,6.66,147,23,180,13.33,13.33,4,2.33,0.82,0.5,0.02,0.11,37,6,4,5,17,8,6.66,0.09,0.66,36.8,1.9,0.111,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13154,808512.89,92577.19,901.04,12/06/1998,6,0.66,65,4,112,0.7,23,25,0.46,8.6,1063,6.66,54,79,462,13.33,13.33,4,3.01,1.16,1.18,0.11,0.05,112,5,1.33,4,46,11,6.66,0.32,6,2.66,1.26,0.026,7,7,Depósitos recientes no consolidados,QA
13161,789640.45,79546.75,1599.78,18/06/1998,5,0.66,99,2.66,88,0.7,24,26,0.46,6.9,1044,6.66,137,42,243,13.33,13.33,4,4.93,1.12,0.55,0.02,0.04,43,8,4,11,23,22,6.66,0.15,7,2.66,1.26,0.043,6,9,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13162,810305.11,92475.73,1005.42,12/06/1998,3.33,0.66,73,4,98,0.7,23,23,0.46,7.01,1150,6.66,72,61,344,13.33,13.33,4,3.32,1.13,0.95,0.05,0.05,108,6,1.33,5,34,12,6.66,0.22,8,2.66,1.26,0.026,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13163,792134.96,85656.03,1199.94,17/06/1998,3.33,0.66,89,2.66,69,0.7,40,29,0.46,5.68,1154,6.66,91,55,188,13.33,13.33,5,6.2,1.77,1.21,0.06,0.05,91,11,4,11,16,20,6.66,0.19,10,2.66,1.26,0.026,3.33,7,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13165,810400.85,79018.74,1625.74,13/06/1998,102.5,0.66,212.5,18.5,264,5,13,26.5,0.46,9.475,1180,6.66,154.5,27,270,13.33,13.33,4,1.935,0.84,0.37,0.025,0.08,28.5,5.5,5,7.5,23.5,7,6.66,0.18,0.66,24.95,1.26,0.0595,3.33,4.5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13166,798918.88,95582.86,774.86,13/06/1998,26,0.66,81,2.66,58,0.7,26,24,0.46,5.4,1024,6.66,70,47,187,13.33,13.33,4,3.65,1.02,1.08,0.04,0.06,76,7,2,5,17,12,6.66,0.13,4,2.66,1.26,0.041,3.33,5,Depósitos recientes no consolidados,QA
13171,793262.58,88404.03,1200.66,19/06/1998,3.33,0.66,97,2.66,87,0.7,19,27,0.46,7.13,1506,6.66,135,29,204,13.33,13.33,4,5.29,0.94,0.43,0.02,0.05,38,8,8,12,19,21,6.66,0.12,10,2.66,1.26,0.026,5,9,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13175,789698.97,79621.2,1599.79,19/06/1998,8,0.66,82,2.66,79,0.7,20,19,0.46,6.01,766,6.66,133,37,159,13.33,13.33,3,3.52,1.01,0.57,0.02,0.07,27,6,3,16,8,14,6.66,0.08,0.66,5.9,1.26,0.059,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13177,793470.55,88448.57,1200.67,19/06/1998,3.33,0.66,79,2.66,101,0.7,12,23,0.46,8.11,1030,6.66,99,19,308,13.33,13.33,3,4.01,0.86,0.52,0.02,0.05,58,6,5,7,18,15,6.66,0.2,5,2.66,1.26,0.026,3.33,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13185,802512.84,92095.41,1200.39,18/06/1998,27.5,0.66,129.5,15.5,279.5,0.7,14,20.5,1.25,5.4,1519,6.66,118.5,26,152,13.33,13.33,4,3.725,1.18,0.71,0.015,0.06,50.5,6,5,9,9,12.5,6.66,0.08,2.5,6.9,1.26,0.041,3.33,8.5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13187,799805.68,80250.22,1785.11,22/06/1998,82,0.66,102,8,87,0.7,12,14,0.46,5.44,635,6.66,151,32,158,13.33,13.33,3,2.46,0.55,0.19,0.02,0.08,15,4,3,7,9,6,6.66,0.09,0.66,8.7,1.26,0.026,3.33,4,Intrusivo Granodiorita-Diorita,GdD
13189,800015.54,81075.31,1968.1,22/06/1998,78,0.66,75,16,166,0.7,21,14,0.9,3.05,679,6.66,207,17,84,13.33,13.33,4,2.31,0.44,0.23,0.02,0.04,17,3,3,7,5,3.33,6.66,0.06,0.66,70,2.7,0.094,3.33,4,Intrusivo Granodiorita-Diorita,GdD
13191,802277.8,92154.19,1199.55,18/06/1998,63,0.66,108,8,102,0.7,13,19,0.46,5.62,1057,6.66,271,29,168,13.33,13.33,7,5.09,0.69,0.4,0.02,0.06,61,7,7,9,9,11,6.66,0.1,12,2.66,1.26,0.062,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13196,800987.28,80633.94,1996.61,22/06/1998,27,0.66,170,7,69,1,10,12,0.46,3.95,382,6.66,124,24,107,13.33,13.33,3,2.5,0.68,0.16,0.02,0.11,14,4,3,6,6,7,6.66,0.09,0.66,2.66,1.26,0.026,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13199,806116.31,92728.6,818.24,12/06/1998,36,0.66,84,8,120,0.7,13,20,0.46,6.72,979,6.66,78,40,294,13.33,13.33,4,3.03,0.94,0.92,0.03,0.05,75,6,3,6,18,13,6.66,0.1,3,4.8,1.26,0.026,3.33,9,Depósitos recientes no consolidados,QA
13202,809916.08,91274.92,921.49,12/06/1998,3.33,0.66,76,2.66,77,0.7,19,23,0.46,6.36,903,6.66,120,45,285,13.33,13.33,4,3.65,1.02,1.26,0.04,0.08,272,6,4,6,16,15,6.66,0.17,4,2.66,1.26,0.026,6,10,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13206,796990.79,96344.84,756.93,13/06/1998,126,0.66,85,4,47,0.7,12,17,0.46,5.92,488,6.66,155,44,286,13.33,13.33,4,3.48,0.24,0.81,0.05,0.05,73,4,4,4,17,6,6.66,0.09,3,2.66,1.26,0.041,3.33,7,Depósitos recientes no consolidados,QA
13216,799850.89,80172.49,1802.22,22/06/1998,31,0.66,42,6,81,0.7,11,14,0.46,4.61,591,6.66,178,28,135,13.33,13.33,3,2.96,0.41,0.2,0.02,0.11,18,5,4,8,7,7,6.66,0.11,0.66,2.66,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13218,799523.41,95463.38,718.03,13/06/1998,28,0.66,63,2.66,65,0.7,21,23,0.46,5.94,1041,6.66,81,40,198,13.33,13.33,4,3.86,0.89,0.94,0.03,0.05,56,8,4,8,11,13,6.66,0.11,4,2.66,1.26,0.026,3.33,5,Depósitos recientes no consolidados,QA
13224,792409.53,82321.53,1599.9,17/07/1998,3.33,0.66,92,2.66,71,0.7,90,31,0.46,6.66,1111,6.66,103,89,153,13.33,13.33,3,6.16,2.05,0.8,0.02,0.03,50,6,5,9,7,22,6.66,0.12,6,2.66,1.26,0.026,5,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13226,793332.95,89008.44,1137.95,19/06/1998,3.33,0.66,71,2.66,87,0.7,15,24,0.46,6.61,908,6.66,98,29,195,13.33,13.33,3,4.06,0.83,0.48,0.02,0.09,35,5,5,13,10,13,6.66,0.12,5,2.66,1.26,0.026,5,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13229,789863.47,94099.42,700.67,19/06/1998,14,0.66,87,2.66,88,0.7,21,26,0.46,6.88,969,6.66,95,41,241,13.33,13.33,3,3.8,0.88,0.59,0.03,0.06,45,6,3,7,13,13,6.66,0.14,2,2.66,1.26,0.026,6,7,Intrusivo Granodiorita-Diorita,GdD
13238,792989.35,89025.74,1054.1,19/06/1998,3.33,0.66,86,2.66,83,0.7,19,25,0.46,6.66,1159,6.66,110,28,189,13.33,13.33,4,4.92,0.92,0.43,0.02,0.06,34,9,6,13,9,17,6.66,0.1,7,5.3,1.26,0.026,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13243,800144.99,81169.7,1979.99,22/06/1998,9,0.66,46,5,77,0.7,11,13,0.46,4.24,647,6.66,157,19,126,13.33,13.33,4,2.44,0.51,0.21,0.02,0.07,16,4,3,7,7,3.33,6.66,0.08,0.66,6.5,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
13245,802097.63,92433.63,1207.85,18/06/1998,48,0.66,168,7,115,0.7,11,20,0.46,6.18,1048,6.66,101,19,226,13.33,13.33,3,4.07,1.03,0.48,0.02,0.05,46,6,4,7,12,13,6.66,0.08,0.66,2.66,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13249,805180.49,92779.85,800.85,12/06/1998,19,0.66,38,5,103,0.7,14,17,0.46,4.11,893,6.66,89,31,127,13.33,13.33,4,3.06,0.72,0.51,0.02,0.04,38,5,3,6,7,8,6.66,0.08,2,2.66,1.26,0.026,3.33,3,Depósitos recientes no consolidados,QA
13253,792736.54,89252.68,1066.1,19/06/1998,3.33,0.66,85,2.66,85,0.7,14,25,0.46,6.62,918,6.66,91,25,177,13.33,13.33,3,4.36,0.9,0.45,0.02,0.06,26,6,5,12,9,16,6.66,0.1,6,2.66,1.26,0.026,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13259,802589.85,92192.03,1200.14,18/06/1998,204,0.66,153,5,114,0.7,13,17,0.46,4.46,818,6.66,145,32,146,13.33,13.33,4,3.63,0.6,0.43,0.02,0.05,40,5,5,6,7,9,6.66,0.08,2,2.66,1.26,0.026,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13262,789145.51,90994.43,900.82,12/06/1998,50,0.66,107,2.66,88,0.7,23,30,0.46,7.72,1156,6.66,110,62,285,13.33,13.33,4,3.56,0.55,0.44,0.02,0.09,23,8,4,7,16,14,6.66,0.14,0.66,2.66,1.26,0.044,7,8,Intrusivo Granodiorita-Diorita,GdD
13264,801471,95670.17,800.55,13/06/1998,33,0.66,113,12,199,0.7,15,22,0.9,5.83,1395,6.66,144,39,192,13.33,13.33,4,3.55,1.01,0.63,0.02,0.06,46,6,4,8,10,12,6.66,0.09,1,4.4,1.26,0.026,3.33,5,Depósitos recientes no consolidados,QA
13265,798375.08,79710.71,1790.57,15/06/1998,8,0.66,43,4,77,0.7,22,15,0.46,5.02,439,6.66,102,57,165,13.33,13.33,4,1.91,0.54,0.34,0.04,0.06,35,3,3,8,9,3.33,6.66,0.1,1,8.8,1.26,0.026,3.33,3,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13266,789674.55,94041.43,701.06,19/06/1998,3.33,0.66,54,4,74,0.7,22,17,0.46,4.67,567,6.66,108,44,147,13.33,13.33,4,2.7,0.74,0.48,0.04,0.07,37,4,4,10,8,8,6.66,0.1,2,8.9,1.26,0.026,3.33,4,Depósitos recientes no consolidados,QA
13274,794009.09,80091.25,1799.64,16/07/1998,3.33,0.66,63,2.66,84,0.7,24,19,0.46,5.12,734,6.66,165,44,116,13.33,13.33,3,4.14,0.81,0.42,0.02,0.07,27,5,4,17,5,11,6.66,0.07,4,11,1.26,0.095,3.33,6,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13279,810300.48,92352.93,1019.48,12/06/1998,3.33,0.66,89,2.66,101,0.7,18,24,0.46,8.03,1091,6.66,123,52,385,13.33,13.33,3,4.15,1.15,1.21,0.04,0.1,282,6,5,8,22,15,6.66,0.22,4,2.66,1.26,0.047,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13283,801864.19,88021.28,1602.02,16/06/1998,5,0.66,86,6,107,0.7,13,20,0.46,5.94,970,6.66,147,23,159,13.33,13.33,3,3.46,0.88,0.66,0.01,0.07,27,8,4,11,8,14,6.66,0.1,4,5.6,1.26,0.04,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13285,799479.59,92068.75,1198.92,16/06/1998,12,0.66,83,5,117,0.7,18,20,0.46,7.51,662,6.66,97,39,352,13.33,13.33,3,4.22,0.91,0.5,0.02,0.05,44,6,5,8,20,16,6.66,0.1,1,2.66,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13286,809678.41,79409.46,1811.43,13/06/1998,279,2.6,331,42.5,572.5,4.5,19.5,43.5,2.85,10,2290.5,6.66,32,16,136,13.33,13.33,5,2.005,0.665,0.23,0.02,0.13,17.5,10.5,4.665,7,8,8.5,6.66,0.045,0.66,44.35,16.65,0.1165,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13298,802806.41,90558.7,1396.89,13/06/1998,735.5,0.66,117,25,307.5,0.7,13.5,19,1.2,5.425,1066.5,6.66,91.5,33.5,157.5,13.33,13.33,4,2.755,0.985,0.645,0.015,0.065,42,5,4.5,8,10.5,9,6.66,0.085,0.66,7,1.26,0.044,7.5,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13302,809661.67,79300.73,1803.36,13/06/1998,79,0.66,224.5,15.5,250.5,2.5,12.5,25,0.46,9.185,1071,6.66,155,24,247.5,13.33,13.33,4,2,0.805,0.38,0.025,0.085,28.5,5.5,5.5,8.5,17,7,6.66,0.17,0.66,28.2,1.26,0.0835,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13307,789764,87517.27,1012.95,18/06/1998,3.33,0.66,118,2.66,90,0.7,43,35,0.46,7.79,1138,6.66,107,99,197,13.33,13.33,3,5.94,1.52,0.63,0.02,0.04,35,8,6,15,10,27,6.66,0.15,9,2.66,1.26,0.08,8,13,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13310,794590.34,83657.77,1400.47,16/06/1998,3.33,0.66,70,2.66,70,1,19,20,0.46,4.59,909,6.66,136,27,152,13.33,13.33,6,4.6,0.83,1.13,0.02,0.06,68,10,5,8,8,12,6.66,0.12,2,2.66,1.26,0.13,6,9,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13312,810066.23,78879.61,1741.16,13/06/1998,8,0.66,59,14,148,1,11,18,0.46,5.57,1168,6.66,100,35,155,13.33,13.33,3,1.92,0.6,0.39,0.02,0.05,22,5,3,6,9,6,6.66,0.13,0.66,24.6,1.26,0.096,6,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13317,789276.87,88200.21,1001.33,18/06/1998,5,0.66,132,2.66,93,0.7,39,37,0.46,8.27,1206,6.66,64,92,186,13.33,13.33,3,6.21,1.81,0.82,0.02,0.05,41,8,5,16,9,30,6.66,0.16,8,2.66,1.26,0.044,8,13,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13321,793547.32,86057.21,1222.91,17/07/1998,3.33,0.66,76,2.66,115,0.7,25,27,0.46,8.45,1228,6.66,74,51,346,13.33,13.33,4,4.45,1.16,0.75,0.03,0.05,56,7,6,9,20,15,6.66,0.27,4,2.66,1.26,0.091,5,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13322,799506.31,96334.08,724.57,17/06/1998,14,0.66,89,4,66,0.7,11,19,0.46,7.16,655,6.66,206,42,310,13.33,13.33,5,4.01,0.38,0.86,0.03,0.07,94,5,5,5,19,9,6.66,0.13,8,2.66,1.26,0.089,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13328,790058.62,87295.14,1041,18/06/1998,3.33,0.66,113,2.66,94,0.7,45,35,0.46,7.81,1454,6.66,88,108,191,13.33,13.33,3,5.39,1.45,0.67,0.02,0.05,42,9,5,13,10,25,6.66,0.16,7,2.66,1.26,0.063,7,10,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13329,792581.27,90249.34,994.2,18/06/1998,5,0.66,119,2.66,136,0.7,25,30,0.46,7.48,1417,6.66,92,63,219,13.33,13.33,3,4.28,1.11,0.6,0.01,0.05,30,10,5,11,12,22,6.66,0.09,7,2.66,1.26,0.041,9,13,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13339,792672.81,90242,988.66,18/06/1998,5,0.66,82,2.66,120,0.7,16,23,0.46,8.75,1104,6.66,111,29,351,13.33,13.33,3,3.53,1.06,0.76,0.03,0.05,62,7,5,9,21,14,6.66,0.2,4,2.66,1.26,0.052,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13342,787997.98,89980.83,990.17,18/06/1998,3.33,0.66,89,2.66,101,0.7,38,32,0.46,6.73,1375,6.66,85,111,160,13.33,13.33,3,3.96,1.18,0.54,0.01,0.06,25,6,3,8,8,20,6.66,0.17,4,2.66,1.26,0.054,10,12,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13344,803016.57,90518.76,1400.36,13/06/1998,12,0.66,119,9,131,0.7,11,23,0.46,6.86,1092,6.66,165,25,264,13.33,13.33,7,4.67,0.55,0.38,0.01,0.05,34,10,7,8,15,17,6.66,0.11,5,4.3,1.26,0.075,3.33,10,Intrusivo Granodiorita-Diorita,GdD
13350,793346.25,88504.96,1200.83,19/06/1998,3.33,0.66,91,2.66,91,0.7,17,25,0.46,7.35,1242,6.66,122,24,207,13.33,13.33,4,4.85,0.9,0.42,0.01,0.05,35,8,7,12,12,18,6.66,0.11,8,4.2,1.26,0.049,5,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13377,787099.36,83764.28,1199.81,22/07/1998,3.33,0.66,90,2.66,85,0.7,145,38,0.46,7.18,1142,6.66,51,137,160,13.33,13.33,4,6.16,3.1,0.87,0.02,0.03,48,11,6,9,7,26,6.66,0.18,13,2.66,1.26,0.026,5,7,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13419,788181.71,81909.67,1399.6,22/07/1998,3.33,0.66,77,2.66,79,0.7,24,23,0.46,6.46,999,6.66,83,32,212,13.33,13.33,5,5.38,1.31,0.98,0.02,0.04,49,11,7,8,11,20,6.66,0.15,7,2.66,1.26,0.026,3.33,4,Intrusivo Granodiorita-Diorita,GdD
13504,793860.81,80795.67,1799.47,16/07/1998,5,0.66,64,2.66,81,0.7,22,21,0.46,4.84,685,6.66,135,47,138,13.33,13.33,4,3.3,0.82,0.51,0.02,0.04,29,6,4,9,10,10,6.66,0.08,3,19.7,1.26,0.086,6,7,Volcánicos andesíticos,MPlv
13528,786512.65,84692.39,1200.28,22/07/1998,3.33,0.66,87,2.66,65,0.7,27,24,0.46,5.54,1053,6.66,121,51,183,13.33,13.33,6,6.04,1,0.36,0.02,0.03,32,12,6,8,14,20,6.66,0.16,10,2.66,1.26,0.099,6,11,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13532,789937.04,84484,1397.69,18/07/1998,3.33,0.66,73,4,81,0.7,28,21,0.46,6.5,773,6.66,147,48,211,13.33,13.33,3,3.77,1.2,0.8,0.02,0.04,29,7,4,9,18,15,6.66,0.14,8,5.1,1.26,0.026,6,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13548,788262.11,83698.12,1200.11,21/07/1998,3.33,0.66,80,2.66,76,0.7,32,24,0.46,6.28,865,6.66,74,36,188,13.33,13.33,4,6,1.7,0.97,0.02,0.04,47,9,5,8,14,19,6.66,0.16,11,2.66,1.26,0.026,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13575,789867.57,79618.39,1601.01,19/07/1998,6,0.66,96,2.66,67,0.7,34,24,0.46,5.71,1156,6.66,111,54,174,13.33,13.33,4,4.72,1.27,0.79,0.02,0.04,44,8,7,7,13,18,6.66,0.11,4,2.66,1.26,0.049,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13591,788355.09,85235.3,1198.52,19/07/1998,5,0.66,125,2.66,83,0.7,30,28,0.46,7.47,1177,6.66,77,43,218,13.33,13.33,4,5.72,1.48,0.86,0.03,0.07,51,9,7,11,16,22,6.66,0.18,11,2.66,1.26,0.026,8,11,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13663,794255.31,80164.62,1799.72,16/07/1998,3.33,0.66,51,2.66,71,0.7,14,15,0.46,4.95,623,6.66,93,28,118,13.33,13.33,1,2.98,0.73,0.43,0.02,0.04,28,3,5,14,11,9,6.66,0.07,1,5,1.26,0.04,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
13664,788163.42,81158.58,1399.59,20/07/1998,3.33,0.66,86,2.66,75,0.7,33,22,0.46,6.79,909,6.66,104,62,202,13.33,13.33,2,5.23,1.14,0.51,0.02,0.05,30,5,7,14,18,17,6.66,0.13,7,4.8,1.26,0.054,10,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13673,788310.03,83816.42,1210,21/07/1998,3.33,0.66,88,2.66,80,0.7,43,25,0.46,6.93,1024,6.66,59,71,206,13.33,13.33,3,5.7,1.48,1.15,0.02,0.05,44,8,6,10,19,20,6.66,0.19,8,2.66,1.26,0.049,6,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13697,786794.8,84765.09,1199.9,22/07/1998,3.33,0.66,95,2.66,78,0.7,34,29,0.46,6.44,984,6.66,136,51,207,13.33,13.33,4,5.25,1.14,0.62,0.02,0.03,33,9,8,8,12,21,6.66,0.14,11,2.66,1.26,0.044,8,11,Depósitos recientes no consolidados,QA
13795,788234.03,83481.45,1199.4,21/07/1998,7,0.66,92,2.66,108,1,39,28,0.46,7.54,1430,6.66,133,49,246,13.33,13.33,8,5.94,1.18,0.57,0.02,0.05,40,16,9,9,15,23,6.66,0.18,9,2.66,1.26,0.044,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13835,803851.05,80679.71,2613.99,17/07/1998,37,0.66,59,8,96,0.7,10,13,0.46,5.2,363,6.66,129,40,186,13.33,13.33,2,2.47,0.47,0.13,0.01,0.11,14,2,4,7,10,5,6.66,0.11,0.66,2.66,1.26,0.026,3.33,2,Intrusivo Granodiorita-Diorita,GdD
13876,784591.22,85001.6,1399.91,03/09/1998,8,0.66,101,2.66,83,0.7,32,26,0.46,7.13,676,6.66,135,60,207,13.33,13.33,3,5.38,1.06,0.46,0.01,0.03,32,9,7,8,10,21,6.66,0.1,10,2.66,1.26,0.041,8,13,Volcánicos andesíticos,MPlv
13882,803756.44,80887.7,2600.01,17/07/1998,8,0.66,61,5,92,0.7,9,13,0.46,4.6,430,6.66,110,22,154,13.33,13.33,2,2.29,0.63,0.21,0.01,0.05,13,3,4,9,8,8,6.66,0.09,2,2.66,1.26,0.026,6,6,Intrusivo Granodiorita-Diorita,GdD
13914,803051.49,80675.98,2394.07,17/07/1998,387,0.66,55,6,91,0.7,10,14,0.46,6.11,399,6.66,88,45,229,13.33,13.33,2,1.83,0.47,0.19,0.01,0.05,11,2,3,7,13,5,6.66,0.13,0.66,2.66,1.26,0.026,6,6,Intrusivo Granodiorita-Diorita,GdD
14050,785424.94,84940.77,1380.04,22/07/1998,7,0.66,91,2.66,79,0.7,34,25,0.46,5.93,808,6.66,140,54,157,13.33,13.33,3,5.15,1.14,0.51,0.01,0.03,35,7,6,8,6,19,6.66,0.1,8,2.66,1.26,0.026,8,10,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14061,789227.04,79639.12,1599.92,18/07/1998,3.33,0.66,100,2.66,84,0.7,20,26,0.46,6.44,1114,6.66,190,28,190,13.33,13.33,3,5.57,1.16,0.67,0.02,0.04,44,7,6,12,9,19,6.66,0.11,5,2.66,1.26,0.042,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14092,788311.49,81397.84,1399.72,20/07/1998,3.33,0.66,100,2.66,69,0.7,37,26,0.46,6.16,916,6.66,95,44,192,13.33,13.33,5,5.55,1.28,0.52,0.02,0.04,38,12,7,9,8,21,6.66,0.11,9,2.66,1.26,0.026,6,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14099,788630.12,79980.41,1555.08,19/07/1998,5,0.66,104,2.66,84,0.7,25,29,0.46,7.3,1090,6.66,142,42,290,13.33,13.33,3,4.97,1.04,0.5,0.02,0.05,28,8,8,12,16,21,6.66,0.12,6,4.8,1.26,0.115,8,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14108,785752.39,82159.1,1401.43,22/07/1998,3.33,0.66,99,2.66,83,0.7,54,34,0.46,7.39,978,6.66,152,74,211,13.33,13.33,3,5.99,1.41,0.69,0.02,0.03,40,8,9,9,11,24,6.66,0.14,13,2.66,1.26,0.026,5,9,Volcánicos andesíticos,MPlv
14134,792568.77,82323.96,1599.92,17/07/1998,5,0.66,62,2.66,78,1,23,20,0.46,5.62,755,6.66,185,47,181,13.33,13.33,4,2.85,0.94,0.48,0.02,0.07,22,6,5,12,10,10,6.66,0.12,3,7.1,1.26,0.041,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14137,788619.13,80931.33,1399.76,19/07/1998,3.33,0.66,74,2.66,95,0.7,58,28,0.46,7.7,1286,6.66,75,46,266,13.33,13.33,6,4.68,1.47,0.81,0.02,0.06,58,10,8,7,15,16,6.66,0.26,11,2.66,1.26,0.026,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14181,788815.05,79793.82,1598.06,18/07/1998,3.33,0.66,80,2.66,75,0.7,21,23,0.46,5.67,812,6.66,153,32,173,13.33,13.33,5,4.24,0.84,0.49,0.02,0.04,40,9,7,9,9,16,6.66,0.07,5,2.66,1.26,0.057,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14214,791190.64,81423.21,1599.32,17/07/1998,3.33,0.66,108,2.66,72,0.7,57,30,0.46,7.07,1038,11,104,80,224,13.33,13.33,5,6.57,1.48,0.75,0.02,0.03,55,11,10,9,13,28,6.66,0.16,11,2.66,1.26,0.026,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14228,786273.3,86674.67,1164.07,04/09/1998,9,0.66,111,2.66,71,0.7,47,33,0.46,6.61,1101,6.66,59,122,189,13.33,13.33,4,5.33,1.6,0.88,0.02,0.05,40,10,8,9,11,28,6.66,0.15,6,2.66,1.26,0.026,8,12,Depósitos recientes no consolidados,QA
14237,791179.52,82664.39,1399.93,17/07/1998,3.33,0.66,96,2.66,77,0.7,46,27,0.46,6.91,769,6.66,86,72,236,13.33,13.33,4,5.61,1.35,0.87,0.02,0.03,45,9,8,8,14,22,6.66,0.16,9,2.66,1.26,0.026,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14256,789146.31,85661.36,1199.18,18/07/1998,9,0.66,92,2.66,91,0.7,29,24,0.46,7.8,895,6.66,152,53,259,13.33,13.33,4,4.5,1.25,0.89,0.03,0.05,40,7,7,10,19,17,6.66,0.17,8,4.7,1.26,0.026,3.33,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
